sid,sentence
2384,"“My dear sir,” said the other, shaking hands with him. "
2385,"       “I don’t know what to say to such munifi—” “Don’t say anything, please,” retorted Scrooge. "
2386,       “Come and see me.
2387,Will you come and see me?”
2388,“I will!”
2389,cried the old gentleman.
2390,And it was clear he meant         to do it.
2391,"“Thank’ee,” said Scrooge."
2392,“I am much obliged to         you.
2393,I thank you fifty times.
2394,Bless you!”
2395,"He went to church, and walked about the streets, and watched the people         hurrying to and fro, and patted children on the head, and questioned         beggars, and looked down into the kitchens of houses, and up to the         windows, and found that everything could yield him pleasure."
2396,He had         never dreamed that any walk—that anything—could give him so         much happiness.
2397,In the afternoon he turned his steps towards his nephew’s         house.
2398,"He passed the door a dozen times, before he had the courage to go up and         knock."
2399,"But he made a dash, and did it:"
2400,"“Is your master at home, my dear?”"
2401,said Scrooge to the girl. 
2402,       Nice girl!
2403,Very.
2404,"“Yes, sir.”"
2405,"“Where is he, my love?”"
2406,said Scrooge.
2407,"“He’s in the dining-room, sir, along with mistress."
2408,"I’ll         show you up-stairs, if you please.”"
2409,“Thank’ee.
2410,"He knows me,” said Scrooge, with his hand         already on the dining-room lock."
2411,"“I’ll go in here, my dear.”"
2412,"He turned it gently, and sidled his face in, round the door."
2413,They were         looking at the table (which was spread out in great array);
2414,"for these         young housekeepers are always nervous on such points, and like to see         that everything is right."
2415,“Fred!”
2416,said Scrooge.
2417,"Dear heart alive, how his niece by marriage started!"
2418,"Scrooge had         forgotten, for the moment, about her sitting in the corner with the         footstool, or he wouldn’t have done it, on any account."
2419,“Why bless my soul!”
2420,"cried Fred, “who’s that?”"
2421,“It’s I.
2422,Your uncle Scrooge.
2423,I have come to dinner.
2424,"Will you         let me in, Fred?”"
2425,Let him in!
2426,It is a mercy he didn’t shake his arm off.
2427,He was at         home in five minutes.
2428,Nothing could be heartier.
2429,His niece looked just         the same.
2430,So did Topper when he came.
2431,So did the plump sister         when she came.
2432,So did every one when they came.
2433,"Wonderful         party, wonderful games, wonderful unanimity, won-der-ful happiness!"
2434,But he was early at the office next morning.
2435,"Oh, he was early there."
2436,"If         he could only be there first, and catch Bob Cratchit coming late!"
2437,That         was the thing he had set his heart upon.
2438,And he did it;
2439,"yes, he did!"
2440,The clock struck nine.
2441,No Bob.
2442,A quarter         past.
2443,No Bob.
2444,He was full eighteen minutes and a half behind his time. 
2445,"       Scrooge sat with his door wide open, that he might see him come into the         Tank."
2446,"His hat was off, before he opened the door;"
2447,his comforter too.
2448,He was on         his stool in a jiffy;
2449,"driving away with his pen, as if he were trying to         overtake nine o’clock."
2450,“Hallo!”
2451,"growled Scrooge, in his accustomed voice, as near         as he could feign it."
2452,“What do you mean by coming here at this         time of day?”
2453,"“I am very sorry, sir,” said Bob."
2454,“I am behind         my time.”
2455,“You are?”
2456,repeated Scrooge.
2457,“Yes.
2458,I think you are. 
2459,"       Step this way, sir, if you please.”"
2460,"“It’s only once a year, sir,” pleaded Bob, appearing         from the Tank."
2461,“It shall not be repeated.
2462,"I was making rather         merry yesterday, sir.”"
2463,"“Now, I’ll tell you what, my friend,” said Scrooge,         “I am not going to stand this sort of thing any longer."
2464,"And         therefore,” he continued, leaping from his stool, and giving Bob         such a dig in the waistcoat that he staggered back into the Tank again; "
2465,       “and therefore I am about to raise your salary!”
2466,"Bob trembled, and got a little nearer to the ruler."
2467,"He had a momentary         idea of knocking Scrooge down with it, holding him, and calling to the         people in the court for help and a strait-waistcoat."
2468,"“A merry Christmas, Bob!”"
2469,"said Scrooge, with an earnestness         that could not be mistaken, as he clapped him on the back."
2470,"“A         merrier Christmas, Bob, my good fellow, than I have given you, for many         a year!"
2471,"I’ll raise your salary, and endeavour to assist your         struggling family, and we will discuss your affairs this very afternoon,         over a Christmas bowl of smoking bishop, Bob!"
2472,"Make up the fires, and buy         another coal-scuttle before you dot another i, Bob Cratchit!”"
2474,Scrooge was better than his word.
2475,"He did it all, and infinitely more; "
2476,"       and to Tiny Tim, who did not die, he was a         second father."
2477,"He became as good a friend, as good a master, and as good         a man, as the good old city knew, or any other good old city, town, or         borough, in the good old world."
2478,"Some people laughed to see the         alteration in him, but he let them laugh, and little heeded them;"
2479,"for he         was wise enough to know that nothing ever happened on this globe, for         good, at which some people did not have their fill of laughter in the         outset;"
2480,"and knowing that such as these would be blind anyway, he thought         it quite as well that they should wrinkle up their eyes in grins, as         have the malady in less attractive forms."
2481,His own heart laughed:
2482,and         that was quite enough for him.
2483,"He had no further intercourse with Spirits, but lived upon the Total         Abstinence Principle, ever afterwards;"
